verification_result,failed_attempts,verification_frequency,key_size,algorithm,hour,signature_size,certificate_valid,source_frequency,failed_verification_rate,document_size,metadata_anomaly,replay_indicator,key_age_days,time_since_previous,threat
1,0,1,3072,RSA-PKCS1v15,19,585,1,29,0.0,910,0,0,903,349,0
1,16,21,2048,RSA-PKCS1v15,13,399,1,15,0.7619047619047619,1469,0,0,672,233,1
0,27,30,4096,RSA-PSS,13,691,1,10,0.9,2931,1,0,1304,509,1
1,9,13,3072,RSA-PKCS1v15,16,537,1,20,0.6923076923076923,2543,0,1,769,449,1
1,13,34,3072,RSA-PKCS1v15,15,391,1,22,0.38235294117647056,815,0,0,623,77,0
1,0,4,3072,RSA-PKCS1v15,3,744,1,50,0.0,2238,0,0,559,828,0
1,3,28,2048,RSA-PSS,1,988,1,48,0.10714285714285714,1931,1,0,1715,608,1
1,24,31,2048,RSA-PSS,15,976,1,9,0.7741935483870968,4982,1,0,548,98,1
1,22,27,2048,RSA-PSS,0,656,1,32,0.8148148148148148,4799,0,0,923,568,1
0,2,5,3072,RSA-PSS,2,704,1,17,0.4,2397,0,0,1222,630,0
1,5,25,2048,RSA-PKCS1v15,22,890,1,42,0.2,2548,0,1,554,462,1
1,2,3,4096,RSA-PSS,10,883,1,19,0.6666666666666666,2006,0,0,479,500,0
1,4,33,2048,RSA-PSS,15,924,1,40,0.12121212121212122,4835,0,0,844,631,0
1,2,4,2048,RSA-PSS,17,525,1,27,0.5,2513,0,0,1626,38,0
0,24,25,2048,RSA-PKCS1v15,14,272,1,37,0.96,114,0,0,1881,697,1
0,17,20,1024,RSA-PKCS1v15,8,524,1,34,0.85,448,0,0,1604,358,1
1,12,34,2048,RSA-PKCS1v15,11,737,1,47,0.35294117647058826,1531,1,0,70,242,1
1,10,26,2048,RSA-PKCS1v15,17,474,1,49,0.38461538461538464,1361,1,0,505,51,1
0,5,5,1024,RSA-PKCS1v15,4,574,1,10,1.0,2708,0,1,110,425,1
1,27,35,3072,RSA-PSS,23,493,1,30,0.7714285714285715,3622,0,0,1406,975,1
1,17,28,3072,RSA-PKCS1v15,7,800,1,21,0.6071428571428571,518,0,0,397,127,1
1,26,29,2048,RSA-PKCS1v15,2,540,1,21,0.896551724137931,4356,0,0,1433,103,1
1,8,9,3072,RSA-PSS,1,292,1,34,0.8888888888888888,4984,0,0,351,966,1
1,3,6,3072,RSA-PSS,18,358,1,9,0.5,1284,0,0,1558,477,0
0,18,19,4096,RSA-PSS,7,978,1,34,0.9473684210526315,2832,0,0,1525,229,1
1,7,11,3072,RSA-PKCS1v15,1,685,1,50,0.6363636363636364,73,0,0,995,723,1
1,2,2,2048,RSA-PSS,18,909,1,12,1.0,3931,0,0,789,436,0
1,8,9,3072,RSA-PKCS1v15,0,494,1,47,0.8888888888888888,4425,0,0,1935,385,1
1,7,21,3072,RSA-PSS,21,996,1,21,0.3333333333333333,869,0,1,1731,85,1
1,19,24,2048,RSA-PKCS1v15,12,900,1,20,0.7916666666666666,2837,1,0,421,359,1
0,27,34,4096,RSA-PKCS1v15,22,380,1,6,0.7941176470588235,1557,0,0,1581,786,1
1,0,22,2048,RSA-PKCS1v15,19,820,1,50,0.0,2086,0,0,922,27,0
1,3,3,4096,RSA-PKCS1v15,16,855,1,45,1.0,446,0,0,111,860,0
1,8,12,3072,RSA-PSS,2,865,1,36,0.6666666666666666,3667,0,0,209,72,1
1,1,28,3072,RSA-PSS,8,862,1,12,0.03571428571428571,772,1,0,1766,95,0
1,15,30,3072,RSA-PKCS1v15,4,443,1,41,0.5,745,0,0,1463,588,1
1,2,26,3072,RSA-PSS,5,511,1,31,0.07692307692307693,3674,1,0,1202,426,0
1,7,21,3072,RSA-PKCS1v15,3,840,1,2,0.3333333333333333,4104,1,0,931,6,1
1,5,28,4096,RSA-PSS,16,785,0,16,0.17857142857142858,4738,1,0,1786,90,1
1,15,26,3072,RSA-PSS,20,931,1,1,0.5769230769230769,1588,0,0,425,592,1
0,23,33,4096,RSA-PKCS1v15,20,647,1,4,0.696969696969697,3739,0,0,328,222,1
1,15,21,4096,RSA-PKCS1v15,20,913,1,47,0.7142857142857143,1086,0,0,1908,595,1
1,29,35,4096,RSA-PSS,15,723,1,1,0.8285714285714286,2290,0,0,11,594,1
0,12,34,3072,RSA-PKCS1v15,15,508,1,47,0.35294117647058826,1840,0,0,1276,152,1
0,4,18,3072,RSA-PSS,21,927,1,35,0.2222222222222222,1908,0,0,856,557,1
0,8,11,2048,RSA-PSS,10,816,1,13,0.7272727272727273,4305,0,0,1259,212,1
0,19,23,3072,RSA-PSS,1,431,1,50,0.8260869565217391,683,1,0,1672,583,1
1,21,22,2048,RSA-PKCS1v15,16,721,1,45,0.9545454545454546,558,0,0,254,263,1
1,17,17,2048,RSA-PKCS1v15,14,832,1,42,1.0,946,0,0,1590,912,1
1,1,5,2048,RSA-PSS,17,544,1,31,0.2,4154,0,0,1502,382,0
1,1,11,4096,RSA-PKCS1v15,9,305,1,20,0.09090909090909091,905,0,0,129,570,0
1,9,30,4096,RSA-PKCS1v15,5,259,1,7,0.3,2579,0,0,1762,57,0
1,6,15,3072,RSA-PSS,20,886,1,40,0.4,2097,0,0,1556,426,0
1,12,27,3072,RSA-PKCS1v15,15,755,1,33,0.4444444444444444,923,0,0,100,623,0
1,11,35,3072,RSA-PKCS1v15,4,931,1,28,0.3142857142857143,1186,0,0,290,142,0
1,12,33,3072,RSA-PSS,11,478,1,50,0.36363636363636365,4781,0,0,1593,568,1
1,17,20,2048,RSA-PKCS1v15,5,923,1,44,0.85,4875,0,0,1250,524,1
1,14,16,2048,RSA-PSS,13,517,1,50,0.875,4316,0,0,1677,861,1
0,10,34,2048,RSA-PKCS1v15,22,940,1,44,0.29411764705882354,3283,0,0,1149,15,1
1,2,2,3072,RSA-PKCS1v15,15,790,0,20,1.0,4252,0,0,1462,8,1
1,34,35,3072,RSA-PSS,6,631,1,32,0.9714285714285714,1532,0,0,1845,231,1
1,6,28,3072,RSA-PSS,1,316,1,9,0.21428571428571427,2812,1,0,1588,186,1
1,4,6,4096,RSA-PKCS1v15,5,611,1,34,0.6666666666666666,3132,1,0,646,53,1
0,9,9,2048,RSA-PSS,8,901,1,14,1.0,4600,0,0,1828,137,1
1,13,20,2048,RSA-PSS,6,279,1,4,0.65,2466,0,0,665,174,1
0,1,1,2048,RSA-PKCS1v15,1,548,1,29,1.0,1659,0,1,1371,860,1
1,5,8,1024,RSA-PSS,18,812,1,15,0.625,2330,1,0,698,219,1
1,12,23,2048,RSA-PKCS1v15,7,946,1,17,0.5217391304347826,2515,0,0,1775,263,1
1,3,3,2048,RSA-PKCS1v15,10,611,1,19,1.0,1153,0,0,183,255,0
0,0,4,3072,RSA-PSS,3,830,0,38,0.0,3782,1,0,351,812,1
1,0,25,2048,RSA-PKCS1v15,15,284,1,9,0.0,55,0,0,1539,270,0
1,2,15,3072,RSA-PSS,17,612,1,27,0.13333333333333333,3324,0,0,1820,587,0
1,10,21,3072,RSA-PKCS1v15,12,620,0,49,0.47619047619047616,4416,0,0,1402,224,1
0,21,35,2048,RSA-PSS,4,863,1,15,0.6,2619,0,1,708,883,1
1,6,14,4096,RSA-PSS,1,664,1,37,0.42857142857142855,4436,1,0,1489,604,1
1,7,12,2048,RSA-PKCS1v15,10,521,1,28,0.5833333333333334,4116,0,0,678,134,1
0,17,17,4096,RSA-PSS,0,546,1,50,1.0,3129,0,0,802,163,1
1,6,9,4096,RSA-PSS,12,822,1,4,0.6666666666666666,1410,0,0,340,710,1
1,27,35,2048,RSA-PSS,4,408,1,21,0.7714285714285715,1601,0,0,1165,701,1
1,11,13,4096,RSA-PKCS1v15,17,474,0,34,0.8461538461538461,17,0,0,111,920,1
1,11,15,4096,RSA-PKCS1v15,13,428,1,19,0.7333333333333333,993,0,0,261,73,1
1,0,18,4096,RSA-PSS,12,863,0,37,0.0,3607,0,1,1920,898,1
1,18,33,3072,RSA-PSS,6,890,0,4,0.5454545454545454,1760,0,0,1212,998,1
1,3,6,2048,RSA-PKCS1v15,7,267,1,37,0.5,3521,0,0,1880,718,0
1,26,27,4096,RSA-PKCS1v15,17,771,1,32,0.9629629629629629,3838,0,0,371,947,1
1,19,23,2048,RSA-PKCS1v15,6,617,1,45,0.8260869565217391,575,0,0,1382,543,1
1,16,27,2048,RSA-PSS,19,834,1,48,0.5925925925925926,2330,0,0,1297,894,1
1,25,34,2048,RSA-PKCS1v15,16,912,1,12,0.7352941176470589,910,0,0,1721,990,1
1,2,14,2048,RSA-PSS,15,732,1,41,0.14285714285714285,2188,0,0,1823,631,0
1,1,8,3072,RSA-PKCS1v15,10,832,1,16,0.125,3602,0,0,604,795,0
1,34,35,3072,RSA-PSS,18,337,1,14,0.9714285714285714,2781,0,0,449,484,1
1,7,19,4096,RSA-PKCS1v15,0,872,1,1,0.3684210526315789,123,0,0,1730,878,0
1,15,30,2048,RSA-PSS,20,948,1,32,0.5,541,0,0,1441,671,1
0,5,14,4096,RSA-PKCS1v15,7,595,1,21,0.35714285714285715,1532,0,0,1896,255,1
0,12,20,4096,RSA-PKCS1v15,0,696,1,4,0.6,3420,0,0,861,757,1
1,22,25,2048,RSA-PSS,8,872,1,9,0.88,1054,0,0,1412,618,1
1,21,24,2048,RSA-PKCS1v15,18,481,1,46,0.875,42,0,0,1362,198,1
1,5,14,4096,RSA-PKCS1v15,20,626,1,22,0.35714285714285715,142,1,0,1335,427,1
0,15,26,3072,RSA-PKCS1v15,8,283,1,12,0.5769230769230769,2977,0,0,1944,493,1
0,15,23,4096,RSA-PKCS1v15,20,271,0,30,0.6521739130434783,1736,0,0,1952,632,1
0,2,22,3072,RSA-PSS,9,532,1,30,0.09090909090909091,35,1,0,1353,82,1
0,12,19,3072,RSA-PSS,23,588,0,32,0.631578947368421,2658,0,0,1071,308,1
0,1,3,1024,RSA-PKCS1v15,22,738,1,36,0.3333333333333333,4650,0,0,656,782,1
1,7,19,3072,RSA-PSS,10,821,1,7,0.3684210526315789,1271,0,0,149,699,0
1,6,9,1024,RSA-PSS,0,543,1,17,0.6666666666666666,2075,1,0,350,788,1
1,22,28,3072,RSA-PSS,19,369,0,1,0.7857142857142857,3355,0,0,323,374,1
1,20,20,4096,RSA-PSS,7,293,1,14,1.0,943,0,0,865,564,1
1,1,7,3072,RSA-PSS,19,709,1,47,0.14285714285714285,1060,0,0,1951,459,0
0,7,14,4096,RSA-PKCS1v15,11,997,1,44,0.5,826,1,0,1144,501,1
0,4,9,3072,RSA-PSS,0,421,1,44,0.4444444444444444,4213,0,0,1005,357,1
1,8,19,3072,RSA-PKCS1v15,9,949,1,38,0.42105263157894735,747,0,0,398,296,0
1,0,14,3072,RSA-PSS,3,460,1,26,0.0,2924,0,0,646,580,0
1,5,17,4096,RSA-PKCS1v15,14,500,1,27,0.29411764705882354,3612,0,0,1221,300,0
1,22,30,3072,RSA-PKCS1v15,18,588,1,45,0.7333333333333333,802,1,0,413,646,1
1,2,9,2048,RSA-PKCS1v15,5,651,1,16,0.2222222222222222,3185,0,0,1463,343,0
1,22,33,4096,RSA-PSS,4,762,0,46,0.6666666666666666,1365,1,0,37,120,1
1,10,25,3072,RSA-PSS,4,376,1,7,0.4,1395,0,0,187,569,0
1,10,14,2048,RSA-PKCS1v15,17,514,1,32,0.7142857142857143,4002,0,0,420,186,1
1,6,11,3072,RSA-PKCS1v15,2,977,1,25,0.5454545454545454,4394,0,0,725,584,1
1,31,35,4096,RSA-PSS,21,665,1,31,0.8857142857142857,1070,0,0,1484,158,1
0,13,14,3072,RSA-PSS,1,565,1,16,0.9285714285714286,1381,0,0,1134,228,1
1,12,30,2048,RSA-PKCS1v15,3,961,1,41,0.4,4148,0,0,187,308,1
1,2,4,4096,RSA-PSS,17,323,1,14,0.5,1159,0,0,471,234,0
1,1,4,4096,RSA-PSS,8,369,1,25,0.25,3212,0,0,1102,11,0
1,22,28,3072,RSA-PSS,18,475,1,30,0.7857142857142857,3363,0,0,1984,175,1
1,0,8,2048,RSA-PSS,9,475,1,7,0.0,2952,0,0,1963,773,0
1,0,2,2048,RSA-PSS,21,728,1,12,0.0,4638,0,1,1398,643,0
1,6,22,3072,RSA-PSS,14,985,1,3,0.2727272727272727,3458,0,0,810,911,0
1,12,16,4096,RSA-PKCS1v15,0,1004,1,27,0.75,3057,0,0,330,898,1
1,11,29,2048,RSA-PKCS1v15,10,641,1,46,0.3793103448275862,2720,0,0,1149,2,1
1,17,30,2048,RSA-PKCS1v15,13,553,1,19,0.5666666666666667,1510,0,1,1340,761,1
1,7,12,2048,RSA-PKCS1v15,9,861,1,43,0.5833333333333334,78,0,0,958,712,1
0,6,35,3072,RSA-PKCS1v15,18,508,1,37,0.17142857142857143,1876,1,1,320,182,1
1,1,11,1024,RSA-PKCS1v15,23,660,1,45,0.09090909090909091,1958,0,0,475,942,0
1,15,21,1024,RSA-PSS,20,747,1,42,0.7142857142857143,3911,0,0,1513,350,1
1,19,21,1024,RSA-PSS,15,612,1,7,0.9047619047619048,3518,0,0,826,639,1
1,2,5,3072,RSA-PKCS1v15,7,683,1,49,0.4,310,0,0,514,382,0
0,5,20,2048,RSA-PKCS1v15,1,470,0,16,0.25,4132,0,0,334,297,1
1,2,3,2048,RSA-PKCS1v15,22,635,1,32,0.6666666666666666,2987,0,0,1095,197,0
1,8,33,4096,RSA-PSS,6,1007,1,8,0.24242424242424243,2610,0,0,465,286,0
1,4,9,2048,RSA-PSS,18,469,1,49,0.4444444444444444,2163,0,0,1400,556,0
0,8,9,2048,RSA-PSS,6,353,1,13,0.8888888888888888,4691,0,0,724,522,1
1,4,4,4096,RSA-PSS,14,783,1,11,1.0,4915,0,0,8,225,0
1,25,35,2048,RSA-PKCS1v15,7,921,1,20,0.7142857142857143,4739,0,0,1720,728,1
1,7,17,3072,RSA-PKCS1v15,13,783,1,18,0.4117647058823529,4028,1,0,164,723,1
0,12,34,2048,RSA-PKCS1v15,0,965,1,37,0.35294117647058826,3092,0,0,1989,286,1
1,16,24,4096,RSA-PKCS1v15,12,875,1,6,0.6666666666666666,4764,0,0,781,729,1
1,22,32,2048,RSA-PSS,2,790,1,20,0.6875,1249,1,0,1319,331,1
0,1,1,4096,RSA-PSS,20,809,1,32,1.0,2943,0,0,358,561,1
1,4,8,2048,RSA-PKCS1v15,5,804,1,46,0.5,2378,0,0,81,163,0
1,21,23,2048,RSA-PSS,18,583,1,44,0.9130434782608695,469,0,0,774,193,1
0,4,12,4096,RSA-PSS,14,420,1,29,0.3333333333333333,4038,1,0,1299,145,1
1,11,12,4096,RSA-PSS,3,371,1,4,0.9166666666666666,2636,0,0,921,671,1
1,0,15,2048,RSA-PSS,20,405,1,7,0.0,3773,0,1,899,838,0
1,8,19,4096,RSA-PKCS1v15,2,773,1,43,0.42105263157894735,2811,1,0,1641,973,1
0,1,26,2048,RSA-PSS,3,287,1,20,0.038461538461538464,4265,0,0,1845,692,1
0,24,29,3072,RSA-PKCS1v15,4,912,1,34,0.8275862068965517,473,0,0,1564,538,1
1,17,22,2048,RSA-PSS,17,548,1,36,0.7727272727272727,1007,0,0,922,612,1
1,8,21,3072,RSA-PSS,9,944,1,7,0.38095238095238093,3016,0,0,1071,901,0
0,5,20,2048,RSA-PKCS1v15,7,432,1,33,0.25,1688,1,0,1416,623,1
0,10,29,2048,RSA-PKCS1v15,11,316,1,15,0.3448275862068966,874,0,0,825,270,1
0,0,4,1024,RSA-PSS,21,844,1,32,0.0,1200,0,0,1591,51,1
1,4,7,2048,RSA-PSS,2,671,1,22,0.5714285714285714,2707,1,0,1018,527,1
1,5,28,4096,RSA-PKCS1v15,17,638,0,40,0.17857142857142858,2384,0,0,1103,128,1
1,5,28,4096,RSA-PSS,22,853,1,29,0.17857142857142858,874,0,0,1537,652,0
0,4,4,4096,RSA-PSS,7,958,1,25,1.0,2586,0,0,680,754,1
1,10,22,2048,RSA-PKCS1v15,0,262,1,5,0.45454545454545453,3925,0,0,1047,46,0
0,1,12,2048,RSA-PSS,13,340,1,14,0.08333333333333333,2936,0,0,1252,234,0
1,3,3,3072,RSA-PSS,21,653,0,50,1.0,4439,1,0,438,448,1
1,2,22,4096,RSA-PSS,22,648,1,35,0.09090909090909091,2407,0,0,1322,584,0
1,2,2,3072,RSA-PSS,12,302,0,2,1.0,2231,1,0,2000,443,1
1,20,24,4096,RSA-PSS,11,596,1,25,0.8333333333333334,1792,0,0,946,503,1
0,34,34,4096,RSA-PKCS1v15,2,753,1,16,1.0,4008,1,0,1284,607,1
0,0,27,4096,RSA-PSS,17,861,1,46,0.0,2813,1,0,776,922,1
1,1,1,2048,RSA-PKCS1v15,20,733,1,16,1.0,4177,0,0,676,285,0
1,2,8,1024,RSA-PKCS1v15,12,681,1,11,0.25,4557,1,0,10,132,0
1,17,23,3072,RSA-PSS,14,681,1,49,0.7391304347826086,2968,0,0,1652,946,1
1,0,6,3072,RSA-PKCS1v15,9,991,1,35,0.0,1788,0,0,158,476,0
1,19,22,2048,RSA-PSS,0,770,1,23,0.8636363636363636,835,0,0,868,793,1
0,23,25,2048,RSA-PKCS1v15,5,384,1,5,0.92,3671,0,0,784,936,1
0,12,18,4096,RSA-PKCS1v15,8,504,1,35,0.6666666666666666,3379,0,0,1182,544,1
1,2,17,3072,RSA-PKCS1v15,9,996,1,29,0.11764705882352941,3105,0,0,320,356,0
0,0,12,2048,RSA-PSS,14,386,1,47,0.0,2167,0,0,1900,971,1
1,3,6,3072,RSA-PKCS1v15,8,995,1,5,0.5,61,0,0,1226,37,0
0,24,26,3072,RSA-PKCS1v15,22,944,1,3,0.9230769230769231,3371,0,0,121,638,1
1,12,27,4096,RSA-PKCS1v15,13,578,1,6,0.4444444444444444,3525,1,1,139,138,1
1,0,8,2048,RSA-PSS,10,798,1,23,0.0,4572,0,0,674,422,0
0,10,19,3072,RSA-PSS,6,321,1,46,0.5263157894736842,3340,0,0,1744,445,1
1,1,1,3072,RSA-PKCS1v15,23,973,1,2,1.0,1684,0,0,1591,612,0
1,24,29,2048,RSA-PKCS1v15,1,356,1,18,0.8275862068965517,2875,1,0,1363,242,1
1,15,35,4096,RSA-PKCS1v15,13,286,1,30,0.42857142857142855,1371,0,0,1284,245,0
0,1,14,2048,RSA-PKCS1v15,5,446,0,38,0.07142857142857142,796,0,1,1457,539,1
1,28,35,2048,RSA-PSS,4,833,1,5,0.8,565,0,0,44,209,1
0,18,20,2048,RSA-PSS,4,670,1,46,0.9,2049,0,0,1183,903,1
1,6,13,2048,RSA-PSS,18,1002,1,49,0.46153846153846156,1772,0,0,816,457,0
1,2,8,2048,RSA-PKCS1v15,18,969,1,11,0.25,2122,0,0,1379,99,0
0,15,20,4096,RSA-PSS,5,755,1,1,0.75,2220,0,0,98,502,1
1,8,33,2048,RSA-PKCS1v15,9,992,1,10,0.24242424242424243,1711,1,0,1562,137,1
1,0,26,4096,RSA-PKCS1v15,22,850,1,41,0.0,2096,0,0,1895,187,0
1,9,21,3072,RSA-PKCS1v15,13,301,1,44,0.42857142857142855,2722,0,0,1734,36,1
1,2,9,2048,RSA-PSS,16,344,1,26,0.2222222222222222,2417,0,0,1633,630,0
1,0,24,2048,RSA-PKCS1v15,2,953,1,33,0.0,2326,0,0,239,670,0
1,1,17,3072,RSA-PSS,0,630,1,27,0.058823529411764705,1620,0,0,475,479,0
0,15,24,3072,RSA-PKCS1v15,9,956,1,50,0.625,4362,0,0,524,787,1
1,11,21,2048,RSA-PSS,2,501,1,12,0.5238095238095238,4715,0,0,557,681,1
1,7,13,2048,RSA-PKCS1v15,4,813,1,2,0.5384615384615384,1137,0,0,1416,55,1
1,6,11,4096,RSA-PSS,18,512,0,1,0.5454545454545454,914,0,0,9,471,1
1,17,19,1024,RSA-PKCS1v15,9,607,1,1,0.8947368421052632,173,0,0,1537,84,1
1,1,11,4096,RSA-PSS,15,828,1,33,0.09090909090909091,1146,0,1,1413,6,0
1,8,13,3072,RSA-PKCS1v15,0,360,1,22,0.6153846153846154,4720,0,0,1863,891,1
1,0,1,2048,RSA-PKCS1v15,5,592,1,12,0.0,2035,0,0,1234,363,0
1,12,19,2048,RSA-PKCS1v15,8,781,1,39,0.631578947368421,115,0,0,1078,856,1
1,5,12,1024,RSA-PSS,4,556,1,36,0.4166666666666667,4804,0,0,616,768,1
1,4,8,4096,RSA-PKCS1v15,13,332,1,21,0.5,4469,0,0,152,918,0
1,5,8,2048,RSA-PKCS1v15,9,766,1,20,0.625,3102,0,0,410,710,1
0,8,12,2048,RSA-PKCS1v15,1,485,1,36,0.6666666666666666,2031,0,0,10,664,1
1,30,33,3072,RSA-PSS,4,934,1,26,0.9090909090909091,1162,0,0,957,830,1
1,9,26,2048,RSA-PKCS1v15,0,833,0,47,0.34615384615384615,708,0,0,552,170,1
0,9,28,3072,RSA-PKCS1v15,9,287,1,31,0.32142857142857145,3877,0,0,556,760,1
0,5,5,4096,RSA-PSS,21,863,1,1,1.0,3280,0,0,880,249,1
1,8,8,3072,RSA-PKCS1v15,8,313,1,38,1.0,756,0,0,268,662,1
1,19,25,4096,RSA-PSS,2,359,1,14,0.76,970,1,0,1014,210,1
1,17,27,4096,RSA-PKCS1v15,14,567,1,26,0.6296296296296297,3501,0,0,1814,912,1
1,23,23,2048,RSA-PSS,3,901,0,46,1.0,3307,0,0,667,740,1
0,19,30,2048,RSA-PSS,12,984,1,42,0.6333333333333333,2987,0,0,451,244,1
0,8,23,2048,RSA-PSS,5,322,0,7,0.34782608695652173,218,0,0,594,141,1
1,14,20,3072,RSA-PKCS1v15,19,945,1,12,0.7,3326,0,0,1221,632,1
1,3,18,2048,RSA-PKCS1v15,16,629,1,24,0.16666666666666666,1901,0,0,398,805,0
1,7,18,4096,RSA-PSS,22,1014,0,19,0.3888888888888889,1186,1,0,921,180,1
0,0,2,3072,RSA-PKCS1v15,4,490,1,9,0.0,3516,0,0,1076,920,0
1,4,4,2048,RSA-PKCS1v15,14,898,1,35,1.0,2049,0,0,1759,637,0
1,8,30,3072,RSA-PSS,7,367,1,4,0.26666666666666666,3299,0,0,1493,979,0
1,25,33,2048,RSA-PSS,4,644,1,45,0.7575757575757576,1462,1,0,1392,754,1
1,3,18,4096,RSA-PSS,23,663,1,42,0.16666666666666666,4771,0,0,1398,724,0
1,16,19,3072,RSA-PSS,12,309,0,32,0.8421052631578947,3870,0,0,1083,987,1
1,15,28,1024,RSA-PKCS1v15,0,494,0,46,0.5357142857142857,1627,0,0,294,17,1
0,14,20,2048,RSA-PKCS1v15,0,1007,1,6,0.7,444,0,0,788,16,1
0,4,33,4096,RSA-PKCS1v15,6,550,1,28,0.12121212121212122,2337,0,0,1870,385,1
1,6,12,3072,RSA-PKCS1v15,21,367,1,28,0.5,1656,0,0,1812,341,1
1,4,15,4096,RSA-PKCS1v15,4,343,1,40,0.26666666666666666,3173,0,1,952,893,1
1,2,2,2048,RSA-PKCS1v15,13,995,1,29,1.0,4772,0,0,869,987,0
1,17,29,2048,RSA-PSS,14,731,1,42,0.5862068965517241,1450,1,0,110,769,1
1,1,10,2048,RSA-PKCS1v15,20,559,1,5,0.1,4453,1,0,1566,798,0
1,0,2,3072,RSA-PKCS1v15,16,560,1,5,0.0,4870,0,0,107,980,0
1,3,11,2048,RSA-PKCS1v15,23,545,0,37,0.2727272727272727,943,0,0,1013,792,1
0,9,13,2048,RSA-PSS,17,463,1,41,0.6923076923076923,4288,0,1,297,46,1
0,9,10,3072,RSA-PSS,6,837,1,28,0.9,2565,0,0,1876,504,1
1,12,14,3072,RSA-PKCS1v15,21,625,1,41,0.8571428571428571,1156,0,0,839,770,1
1,8,18,2048,RSA-PSS,17,475,1,47,0.4444444444444444,4006,0,0,1855,143,0
0,7,9,3072,RSA-PSS,18,486,1,9,0.7777777777777778,390,0,0,1989,285,1
1,2,28,3072,RSA-PKCS1v15,19,604,1,29,0.07142857142857142,834,0,1,1119,355,1
0,3,3,2048,RSA-PKCS1v15,6,510,1,14,1.0,1548,0,1,1821,830,1
1,13,20,2048,RSA-PKCS1v15,7,707,1,38,0.65,3385,0,0,1743,525,1
1,0,6,2048,RSA-PSS,12,397,1,40,0.0,1647,0,0,985,979,0
1,20,27,3072,RSA-PSS,17,324,1,34,0.7407407407407407,4297,0,0,845,833,1
0,2,2,4096,RSA-PKCS1v15,23,344,1,37,1.0,534,1,0,1708,557,1
1,2,29,2048,RSA-PSS,10,391,1,49,0.06896551724137931,3117,0,0,1496,47,0
1,0,3,2048,RSA-PSS,8,910,1,42,0.0,1103,0,0,79,528,0
0,9,16,4096,RSA-PSS,22,954,1,14,0.5625,114,0,0,1274,894,1
0,12,30,4096,RSA-PKCS1v15,0,778,0,18,0.4,1749,0,0,730,107,1
1,0,2,3072,RSA-PKCS1v15,21,915,1,33,0.0,2370,0,0,339,3,0
1,11,17,4096,RSA-PKCS1v15,7,697,1,34,0.6470588235294118,3136,0,0,57,616,1
1,4,12,3072,RSA-PKCS1v15,20,293,1,28,0.3333333333333333,1686,0,0,920,966,0
1,9,35,3072,RSA-PKCS1v15,11,463,1,36,0.2571428571428571,2364,1,0,147,95,1
1,1,1,2048,RSA-PSS,1,465,1,45,1.0,4926,1,0,746,133,1
0,7,15,2048,RSA-PSS,14,768,1,48,0.4666666666666667,4141,0,0,1041,922,1
0,8,26,2048,RSA-PSS,20,615,1,37,0.3076923076923077,2944,0,0,368,860,1
1,19,21,4096,RSA-PSS,23,832,1,23,0.9047619047619048,1882,0,0,709,783,1
1,6,31,4096,RSA-PSS,17,256,1,42,0.1935483870967742,1052,0,1,1213,201,1
1,1,25,3072,RSA-PSS,16,1010,1,17,0.04,3444,0,0,1668,254,0
1,21,23,2048,RSA-PKCS1v15,14,636,1,11,0.9130434782608695,1451,0,0,248,183,1
1,23,24,2048,RSA-PKCS1v15,19,792,1,32,0.9583333333333334,1855,0,0,150,150,1
1,27,28,2048,RSA-PSS,19,649,1,37,0.9642857142857143,3511,0,0,714,549,1
1,6,21,2048,RSA-PKCS1v15,8,305,1,15,0.2857142857142857,1551,0,0,1237,981,0
1,7,18,3072,RSA-PSS,2,651,1,4,0.3888888888888889,476,0,1,217,490,1
0,20,35,4096,RSA-PSS,19,1008,1,39,0.5714285714285714,2954,0,0,1030,505,1
1,6,9,1024,RSA-PKCS1v15,18,287,0,30,0.6666666666666666,4304,0,0,670,413,1
0,28,30,1024,RSA-PKCS1v15,17,800,1,10,0.9333333333333333,1601,0,0,861,922,1
1,13,34,3072,RSA-PSS,19,967,0,23,0.38235294117647056,2825,0,0,1611,838,1
1,25,32,2048,RSA-PKCS1v15,7,489,1,24,0.78125,4082,0,0,1419,508,1
1,2,3,4096,RSA-PSS,0,281,1,36,0.6666666666666666,3582,0,0,1787,651,0
1,0,3,2048,RSA-PSS,23,809,1,5,0.0,4346,0,0,304,612,0
0,22,28,2048,RSA-PSS,23,689,1,37,0.7857142857142857,1203,0,0,1582,404,1
1,14,15,2048,RSA-PSS,14,316,0,43,0.9333333333333333,303,0,0,1435,236,1
1,17,23,2048,RSA-PSS,18,808,1,19,0.7391304347826086,931,0,0,403,596,1
1,3,11,3072,RSA-PKCS1v15,9,696,1,37,0.2727272727272727,1348,0,0,1878,859,0
1,16,32,2048,RSA-PSS,11,385,1,8,0.5,3208,0,0,860,966,1
1,1,33,2048,RSA-PKCS1v15,5,609,1,7,0.030303030303030304,4573,0,0,1851,545,0
1,24,24,3072,RSA-PSS,12,453,1,40,1.0,2424,0,0,380,633,1
1,12,34,1024,RSA-PKCS1v15,3,918,1,13,0.35294117647058826,4863,0,0,452,542,1
0,25,28,1024,RSA-PSS,12,971,1,37,0.8928571428571429,3485,0,0,1253,434,1
1,6,7,3072,RSA-PKCS1v15,16,949,1,27,0.8571428571428571,1551,0,0,694,546,1
